[2025-09-29 06:34:53] Starting CBNE base run
[2025-09-29 06:34:53] Graph: /Volumes/PData/Data/Dev/Github/Repos/phd3/cbne/local/Torch_CBNE/torch_cbne/sample_graphs/quantinuum/Graph-1.graphml
[2025-09-29 06:34:53] Spectral gap: 0.5
[2025-09-29 06:34:53] Dimension (k): 1
[2025-09-29 06:34:53] One norm: 1.3333333333333333
[2025-09-29 06:34:53] Walk length (z): 6
[2025-09-29 06:34:53] Planned samples: 21970
[2025-09-29 06:34:53] Seed set to 345
[2025-09-29 06:34:55] Iteration 2197/21970 | progress 10.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0006s | iter_time=0.0006s
[2025-09-29 06:34:57] Iteration 4394/21970 | progress 20.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0006s | iter_time=0.0006s
[2025-09-29 06:34:58] Iteration 6591/21970 | progress 30.0% | value=5.618656 | sample_time=0.0000s | chain_time=0.0008s | iter_time=0.0008s
[2025-09-29 06:35:00] Iteration 8788/21970 | progress 40.0% | value=5.618656 | sample_time=0.0000s | chain_time=0.0006s | iter_time=0.0006s
[2025-09-29 06:35:02] Iteration 10985/21970 | progress 50.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0007s | iter_time=0.0007s
[2025-09-29 06:35:03] Iteration 13182/21970 | progress 60.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0006s | iter_time=0.0006s
[2025-09-29 06:35:05] Iteration 15379/21970 | progress 70.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0007s | iter_time=0.0007s
[2025-09-29 06:35:06] Iteration 17576/21970 | progress 80.0% | value=5.618656 | sample_time=0.0000s | chain_time=0.0006s | iter_time=0.0006s
[2025-09-29 06:35:08] Iteration 19773/21970 | progress 90.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0006s | iter_time=0.0006s
[2025-09-29 06:35:10] Iteration 21970/21970 | progress 100.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0007s | iter_time=0.0007s
[2025-09-29 06:35:10] Completed run in 16.2195 seconds, estimate=0.4442241665121245
